Cast,Country,Date Added,Description,Director,Duration (In minutes),Genre,Month Added,Rating,Release Year,Seasons,Show Id,Title,Type,Year,Number of Records
"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Geoff Dolan, Shailesh Prajapati, Ian Harcourt, Estevez Gillespie, Jason Hood",United States,1/1/2016 12:00:00 AM,"Armed with a key that allows them to morph into any team of Legendary Rangers from the past, the Super Megaforce Rangers fight ruthless Prince Vekar.",,,Kids' TV,1,TV-Y7,2014,1,80008257,Power Rangers Super Megaforce,TV Show,2016,1
"Catherine Sutherland, Nakia Burrise, Steve Cardenas, Johnny Yong Bosch, Jason David Frank, David Yost, Austin St. John, Paul Schrier, Jason Narvy, Namihei Koshige, Danny Wayne, Akira Madden, David Stenstrom, Tadahiro Nakamura, Kerrigan Mahan","United States, France, Japan",1/1/2016 12:00:00 AM,"This ""Mighty Morphin Power Rangers"" spinoff finds Tommy and the gang battling new enemies, using abilities acquired from the Zeo Crystal.",,,Kids' TV,1,TV-Y7-FV,1996,1,70213072,Power Rangers Zeo,TV Show,2016,1
"Julia Jordan, Matthew Sakimoto, Sicily Johnson, Michael O'Laskey II, Michael R. Gotto, Justin Timsit, Rajia Baroudi, David Bacon, Jim Gray, Karim Prince, Alan Palmer, Tom Wyner, Barbara Goodson, Robert Axelrod, Kerrigan Mahan","United States, Japan",1/1/2016 12:00:00 AM,Visitors arrive from space to help Red Ranger and his squad – temporarily stripped of their powers – fight against Lord Zedd and Rita Repulsa.,,,Kids' TV,1,TV-Y7-FV,1996,1,70213235,Mighty Morphin Alien Rangers,TV Show,2016,1
"Johnny Yong Bosch, Nakia Burrise, Blake Foster, Jason David Frank, Catherine Sutherland, Carol Hoyt, Jason Narvy, Paul Schrier, Gregg Bullock, Hilary Shepard, Tracy Lynn Cruz, Patricia Ja Lee, Roger Velasco, Selwyn Ward, Donene Kistler","United States, France, Japan",1/1/2016 12:00:00 AM,"The Rangers use high-tech battle cars to take on Queen Divatox and her Divazords, who mount an attack on the Rangers' beloved Angel Grove.",,,Kids' TV,1,TV-Y7-FV,1997,1,70213074,Power Rangers Turbo,TV Show,2016,1
"Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe, Richard Yee, Gabe Khouth, Nicole Parker, Kirby Morrow, Matt Hill, Jason Gray-Stanford, Michael Dobson, Lalainia Lindbjerg, Shishir Inocalla, Fiona Scott, Stephen Mendel, Larry Lam, Geoff Wong","Canada, United States",1/1/2016 12:00:00 AM,Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle – a female named Venus De Milo.,,,"Kids' TV, TV Comedies",1,TV-Y7-FV,1997,1,70221672,Ninja Turtles: The Next Mutation,TV Show,2016,1
"Tracy Lynn Cruz, Patricia Ja Lee, Christopher Khayman Lee, Justin Nimmo, Roger Velasco, Selwyn Ward, Melody Perkins, Paul Schrier, Jason Narvy, Mioko Fujiwara, Soichiro Hoshi, Yuji Kishimoto, Sanae Kobayashi, Tsuyoshi Takishita, Lex Lang","United States, France, Japan",1/1/2016 12:00:00 AM,"With the Power Chamber destroyed, former Turbo Power Rangers T.J., Cassie, Carlos and Ashley search for Zordon, who's been abducted by Dark Specter.",,,Kids' TV,1,TV-Y7-FV,1998,1,70213084,Power Rangers in Space,TV Show,2016,1
"Archie Kao, Reggie Rolle, Danny Slavin, Valerie Vernon, Cerina Vincent, Russell Lawrence, Amy Miller, Melody Perkins, Kazuki Maehara, Eri Tanaka, Terence J. Rotolo, Hiroshi Tsuchida, Tom Whyte, Bob Papenbrook, Mari Maruta","United States, France, Japan",1/1/2016 12:00:00 AM,"Five teenagers, transformed by the mystical powers of the Quasar Sabers into the Galaxy Power Rangers, battle the evil Scorpius and Captain Mutiny.",,,Kids' TV,1,TV-Y7-FV,1999,1,70213081,Power Rangers Lost Galaxy,TV Show,2016,1
"Michael Chaturantabut, Sean CW Johnson, Alison MacInnis, Keith Robinson, Sasha Craig, Monica Louwerens, Rhett Fisher, Ron Roggé, Jennifer L. Yen, Kim Strauss","United States, France, Japan",1/1/2016 12:00:00 AM,"As demons rumble from their graves beneath Mariner Bay, a government organization called Lightspeed recruits five civilians to defend the city.",,,Kids' TV,1,TV-Y7-FV,2000,1,70213082,Power Rangers Lightspeed Rescue,TV Show,2016,1
"Jason Faunt, Erin Cahill, Kevin Kleinberg, Deborah Estelle Phillips, Michael Copon, Daniel Southworth, Vernon Wells, Kate Sheldon, Edward Lawrence Albert, Brianne Siddall, Terence J. Rotolo, Eddie Frierson",United States,1/1/2016 12:00:00 AM,"The team launches a new campaign against evil in the year 3000, when the imprisoned criminal mastermind Ransik is freed by his daughter.",,,Kids' TV,1,TV-Y7-FV,2001,1,70213075,Power Rangers Time Force,TV Show,2016,1
"Ricardo Medina Jr., Alyson Kiperman, Phillip Jeanmarie, Jessica Rey, Jack Guzman, Phillip Andrew, Ann Marie Crouch, Ilia Volok, Sin Wong, Danny Wayne, Terence J. Rotolo","United States, Netherlands, Japan, France",1/1/2016 12:00:00 AM,"Raised in the wilderness, young Cole Evans leads the Wild Force Power Rangers as they summon their animal powers to battle the evil Master Org.",,,Kids' TV,1,TV-Y7-FV,2002,1,70213073,Power Rangers Wild Force,TV Show,2016,1
"Pua Magasiva, Sally Martin, Glenn McMillan, Adam Tuominen, Jorgito Vargas Jr., Jason Chan, Katrina Browne, Katrina Devine, Grant McFarland, Peter Rowley, Megan Nicol, Bruce Hopkins","United States, New Zealand",1/1/2016 12:00:00 AM,"When the elite warriors from the Wind Ninja Academy are captured by the evil Lothor, Shane, Tori and Waldo become Wind Power Rangers to fight back.",,,Kids' TV,1,TV-Y7-FV,2003,1,70213079,Power Rangers Ninja Storm,TV Show,2016,1
"James Napier, Kevin Duhaney, Emma Lahana, Jason David Frank, Jeffrey Parazzo, Katrina Devine, Tom Hern, Miriama Smith, Latham Gaines, James Gaylyn",United States,1/1/2016 12:00:00 AM,"Dr. Tommy Oliver returns when his students discover the Dino Gems that morph them into the Dino Power Rangers, enabling them to stop the evil Mesogog.",,,Kids' TV,1,TV-Y7-FV,2004,1,70213085,Power Rangers Dino Thunder,TV Show,2016,1
"Brandon Jay McLaren, Chris Violette, Matt Austin, Monica May, Alycia Purrott, John Tui, Rene Naufahu, Michelle Langstone, Barnie Duncan, Kelson Henderson, Jim McLarty, Olivia James-Baird, Josephine Davison, Derek Judge, James Gaylyn","United States, New Zealand",1/1/2016 12:00:00 AM,"When the Troobian Empire attacks Earth, the B-Squad Power Rangers Space Patrol Delta morphs into action to squash the alien threat and save the world.",,,Kids' TV,1,TV-Y7-FV,2005,1,70213076,Power Rangers S.P.D.,TV Show,2016,1
"Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo, Nic Sampson, John Tui, Peta Rutter, Antonia Prebble, Barnie Duncan, Kelson Henderson, Donogh Rees, Geoff Dolan, Holly Shanahan",United States,1/1/2016 12:00:00 AM,"When the wicked Undead Army is unleashed, sorceress Udonna empowers five teenagers – the Mystic Force Power Rangers – to save mankind.",,,Kids' TV,1,TV-Y7-FV,2006,1,70213080,Power Rangers Mystic Force,TV Show,2016,1
"James Maclurcan, Caitlin Murphy, Samuell Benta, Rhoda Montemayor, Gareth Yuen, Dwayne Cameron, Rod Lousich, David Weatherley, Kelson Henderson, Gerald Urquhart, Ria Vandervis, Mark Ferguson","United States, New Zealand, Japan",1/1/2016 12:00:00 AM,"To keep powerful jewels from falling into the hands of two wicked brothers, five young Power Rangers set out on a dangerous global adventure.",,,Kids' TV,1,TV-Y7-FV,2007,1,70213078,Power Rangers Operation Overdrive,TV Show,2016,1
"Jason Smith, Aljin Abella, Anna Hutchison, David de Lautour, Nikolai Nikolaeff, Sarah Thomson, Bede Skinner, Holly Shanahan, Kelson Henderson, Richard Simpson, Cameron Rhodes, Elisabeth Easther, Mark Wright, Derek Judge",United States,1/1/2016 12:00:00 AM,The Power Rangers travel to California in search of their new master and find him running a pizza parlor – so they join the staff to be trained.,,,Kids' TV,1,TV-Y7-FV,2008,1,70213083,Power Rangers Jungle Fury,TV Show,2016,1
"Eka Darville, Ari Boyland, Rose McIver, Milo Cawthorne, Daniel Ewing, Mike Ginn, Li Ming Hu, Olivia Tennet, James Gaylyn, Adelaide Kane, Andrew Laing, Charlie McDermott, Mark Mitchinson",United States,1/1/2016 12:00:00 AM,"The Power Rangers' new member, Dillon, isn't sure he wants to be on the team until he has a dream that sets the Rangers into action.",,,Kids' TV,1,TV-Y7-FV,2009,1,70213077,Power Rangers RPM,TV Show,2016,1
"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu, Jeff Szusterman, Felix Ryan, Paul Schrier",United States,1/1/2016 12:00:00 AM,"A new generation of Power Rangers must master the Symbols of Samurai Power, which give them control over the Earth's elements to battle dark forces.",,,Kids' TV,1,TV-Y7-FV,2011,1,70221673,Power Rangers Samurai,TV Show,2016,1
"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier, Jeff Szusterman, Kate Elliott, Ricardo Medina Jr., Derek Judge, Stig Alred",United States,1/1/2016 12:00:00 AM,"The Samurai Power Rangers continue their battle against the evil Master Xandred, who has now joined forces with the malevolent Serrator.",,,Kids' TV,1,TV-Y7-FV,2012,1,70259568,Power Rangers Super Samurai,TV Show,2016,1
"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Shailesh Prajapati, Ian Harcourt",United States,1/1/2016 12:00:00 AM,"When Earth is threatened by a massive alien invasion, the planet's supernatural guardian calls upon five teenagers to form the ultimate defense team.",,,Kids' TV,1,TV-Y7-FV,2013,1,70294113,Power Rangers: Megaforce,TV Show,2016,1
"Michael Sorich, Gardner Baldwin, Mike Reynolds, Richard Rabago, Brad Hawkins, Michael Bacon, Kerrigan Mahan, Sarah Brown, Julian Combs, David Carr, Farrand Thompson, Zeb, Aaron Pruner",United States,1/1/2016 12:00:00 AM,Three friends who study martial arts find themselves defending humanity from a criminal mastermind and his invading army from another dimension.,,,Kids' TV,1,TV-Y7-FV,1995,2,70184126,V.R. Troopers,TV Show,2016,1
"Wesley Barker, Herbie Baez, Elisabeth Lund, Shannon Chandler, Billy Forester, Frank Addela, Kyle Jordan, Dave 'Foots' Footman, Derek Stephen Prince, Vivian Smallwood","United States, France, Japan",1/1/2016 12:00:00 AM,"When three teens free a spirit that offers to grant each a wish, they choose to become their favorite superheroes, launching a series of adventures.",,,"Kids' TV, TV Comedies",1,TV-Y7-FV,1997,2,70184127,Big Bad Beetleborgs,TV Show,2016,1
"Austin St. John, Thuy Trang, Walter Jones, Amy Jo Johnson, David Yost, Jason David Frank, Johnny Yong Bosch, Karan Ashley, Steve Cardenas, Catherine Sutherland, Paul Schrier, Jason Narvy, David Fielding, Richard Steven Horvitz, Barbara Goodson","United States, Japan",1/1/2016 12:00:00 AM,"Five average teens are chosen by an intergalactic wizard to become the Power Rangers, who must use their new powers to fight the evil Rita Repulsa.",,,Kids' TV,1,TV-Y7-FV,2010,4,70184128,Mighty Morphin Power Rangers,TV Show,2016,1
"Tony Yang, Nana Lee, Jerry Huang, Liao Yi Chiao",China,1/1/2017 12:00:00 AM,"Still haunted by the traumatic event that ended her high school romance, a young professional gets a new subordinate: her former sweetheart.",,,"International TV Shows, Romantic TV Shows, TV Comedies",1,TV-14,2011,1,80140939,Ex-Boyfriend,TV Show,2017,1
"Tien Hsin, Weber Yang, Pink Yang, Johnny Lu, Amanda Chou, Xiu Qin",Taiwan,1/1/2017 12:00:00 AM,"A doctor performs plastic surgery on a fat man who's been jilted, and continues his transformation by turning him into a handsome, desirable man.",,,"International TV Shows, Romantic TV Shows, TV Comedies",1,TV-14,2011,1,80140362,Who's the One,TV Show,2017,1
"Chris Wu, Jade Chou, Duncan Lai, King Chin, Kimi Hsia, Gina Lim",Taiwan,1/1/2017 12:00:00 AM,"A 32-year-old romantic looking for a long-term, monogamous relationship meets a handsome bad boy who only believes in one-night stands.",,,"International TV Shows, Romantic TV Shows, TV Comedies",1,TV-14,2012,1,80141033,What Is Love?,TV Show,2017,1
"Janel Tsai, Johnny Lu, Darren Chiu, Vivi Lee, Patrick Lee, Fan Kuang-yao",Taiwan,1/1/2017 12:00:00 AM,An author having trouble finishing his new romance novel because he's lost faith in love regains his romantic soul after meeting a flight attendant.,,,"International TV Shows, Romantic TV Shows, TV Comedies",1,TV-14,2012,1,80140938,In Between,TV Show,2017,1
"Jason Wang, Mathilde Lin, Mo Tzu Yi, Xi Man-Ning, Lin Mei-hsiu, Kelly Huang, Joy Pan",Taiwan,1/1/2017 12:00:00 AM,"Raised by three mothers, a self-assured teen in turmoil meets the father figure she never had. But she also stands to drive the man and his son apart.",,,"International TV Shows, Romantic TV Shows, TV Dramas",1,TV-14,2012,1,80140617,An Innocent Mistake,TV Show,2017,1
"Alican Yücesoy, Melisa Sözen, Musa Uzunlar, Serkan Ercan, Özkan Uğur, Ülkü Duru, Tansu Biçer, Nadir Sarıbacak, Sermet Yeşil, Ayhan Kavas",Turkey,1/17/2017 12:00:00 AM,"An orphan subjected to tests that gave him superpowers is rescued and raised on Istanbul's streets, where he falls for a reporter linked to his past.",,,"Crime TV Shows, International TV Shows, TV Dramas",1,TV-14,2013,1,80126875,Şubat,TV Show,2017,1
"Tammy Chen, Kingone Wang, Hsieh Kun Da, Chuang Kai-Hsun, Jenna Wang",Taiwan,1/1/2017 12:00:00 AM,"An unexpected pregnancy sends a woman back to her hometown to share a house with three nice guys. Each has problems, but each would make a great dad.",,,"International TV Shows, Romantic TV Shows, TV Comedies",1,TV-14,2013,1,80140490,Happy 300 Days,TV Show,2017,1
"Tien Hsin, Christopher Lee, Darren Chiu, Shara Lin, Blaire Chang, Xi Man-Ning, Chu De-Kang",Taiwan,1/1/2017 12:00:00 AM,"As her seemingly idyllic life begins to crumble, a lonely woman in a restrictive marriage starts an affair with a gentle bookstore owner.",,,"International TV Shows, Romantic TV Shows, TV Dramas",1,TV-14,2013,1,80140364,A Good Wife,TV Show,2017,1
"Arcelia Ramírez, Arantza Ruiz, Hernán Del Riego, Margarita Sanz, Lisa Owen, Yolanda Corrales, Carlos Valencia, Mauricio Isaac, Pedro de Tavira Egurrola, Emilio Savinni, Néstor Galván, Paulina Matos, Alberto Collado, Rocío García, Luis Maya, Clementina Guadarrama",Mexico,1/27/2017 12:00:00 AM,"Juana Inés de la Cruz, a powerful feminist nun involved in a forbidden love affair with a woman, faces oppression in 17th-century Mexico.",,,"International TV Shows, Spanish-Language TV Shows, TV Dramas",1,TV-14,2016,1,80123792,Juana Inés,TV Show,2017,1
"Alejandro Awada, Cecilia Roth, Chino Darín, Nazareno Casero, Tristán, Gustavo Garzón, Pablo Cedrón, María Soldi, Rita Pauls, Victoria Almeida, Benjamín Alfonso",Argentina,1/13/2017 12:00:00 AM,"This drama based on a true story follows the Puccios, a criminal family who kidnaps wealthy people and holds them hostage in their home.",,,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1,TV-MA,2015,1,80125593,Historia de un clan,TV Show,2017,1
,Israel,1/27/2017 12:00:00 AM,This documentary series explores the explosive 2006 murder case of a 13-year-old Israeli girl and the subsequent conviction of a Ukrainian immigrant.,,,"Crime TV Shows, Docuseries, International TV Shows",1,TV-MA,2016,1,80132792,Shadow of Truth,TV Show,2017,1
"Gökhan Atalay, Payidar Tüfekçioglu, Baran Akbulut, Mehmet Çepiç, Seda Tosun, Mehmet Ali Tuncer, Asuman Çakır, Müge Uyar, Rüzgar Aksoy, Ergun Taş, Sedat Erdiş, Ahmet Talay, Umut Tanyolu, Murat Ercanlı, Birand Tunca, Atilla Kiliç, Saygin Asan, Emrah Girgin",Turkey,1/17/2017 12:00:00 AM,"During the Mongol invasions, Yunus Emre leaves his home to travel across the Ottoman Empire, defying hardships and temptations to become a dervish.",,,"International TV Shows, TV Dramas",1,TV-PG,2016,2,80126991,Yunus Emre,TV Show,2017,1
"Avery Brooks, Nana Visitor, Rene Auberjonois, Cirroc Lofton, Alexander Siddig, Colm Meaney, Armin Shimerman, Terry Farrell, Michael Dorn",United States,1/1/2017 12:00:00 AM,"In this ""Star Trek"" spin-off, Commander Sisko leads the multi-species crew of Deep Space Nine, a Federation space station with a complex mission.",,,"TV Action & Adventure, TV Sci-Fi & Fantasy",1,TV-PG,1999,7,70158330,Star Trek: Deep Space Nine,TV Show,2017,1
"Mariee Devereux, Kazumi Evans, Maryke Hendrikse, Matt Hill, Diana Kaarina, Jocelyne Loewen, Sabrina Pitre",United States,1/10/2017 12:00:00 AM,"The Lalaloopsy gang and their adorable pets know every day is a perfect day to celebrate the magic of friendship, creativity and collaboration.",,,"Kids' TV, TV Comedies",1,TV-Y,2017,1,80095649,We're Lalaloopsy,TV Show,2017,1
"Martin Short, Alexa Torrington, Jacob Ewaniuk, Robert Tinkler, Tracey Hoyt","Canada, United Kingdom, United States",1/15/2017 12:00:00 AM,"The Cat in the Hat is back – and this time, he's teaching Sally and her brother, Nick, some awfully nifty things to think about!",Tony Collingwood,,Kids' TV,1,TV-Y,2014,2,70180293,The Cat in the Hat Knows a Lot About That!,TV Show,2017,1
"Romi Park, Rie Kugimiya, Megumi Toyoguchi, Miyoko Aso, Toru Okawa, Michiko Neya, Kenji Utsumi, Hidekatsu Shibata, Ryotaro Okiayu, Yuko Sato, Yasuhiro Takato, Keiji Fujiwara, Yasunori Matsumoto, Tomoyuki Shimura, Tetsu Shiratori, Takehiro Murozono, Makoto Nagai, Mayumi Yamaguchi, Kotono Mitsuishi, Satomi Koorogi",Japan,1/1/2018 12:00:00 AM,"Brothers Edward and Alphonse use alchemy to resurrect their mother, but they unleash a chemical reaction that tears apart their bodies.",,,"Anime Series, International TV Shows",1,TV-14,2003,1,70204980,Fullmetal Alchemist,TV Show,2018,1
